iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
PAK,Asia,Pakistan,2020-06-12,125933,0,4564.286,2463.0,0.0,75.429,559.205,0.0,20.268,10.937,0.0,0.335,1.23,24407.0,0.108,0.187,5.3,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-13,132405,6472,4780.286,2551.0,88.0,78.429,587.944,28.739,21.227,11.328,0.391,0.348,1.24,25502.0,0.113,0.187,5.3,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-14,144478,12073,5829.571,2729.0,178.0,94.571,641.554,53.61,25.886,12.118,0.79,0.42,1.23,26422.0,0.117,0.221,4.5,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-15,148921,4443,5800.571,2839.0,110.0,95.286,661.284,19.729,25.757,12.607,0.488,0.423,1.18,27402.0,0.122,0.212,4.7,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-16,154760,5839,5865.429,2975.0,136.0,102.857,687.212,25.928,26.045,13.21,0.604,0.457,1.14,27459.0,0.122,0.214,4.7,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-17,160118,5358,5797.429,3093.0,118.0,105.286,711.004,23.792,25.743,13.734,0.524,0.468,1.1,28076.0,0.125,0.206,4.8,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-18,165062,4944,5589.857,3229.0,136.0,109.429,732.958,21.954,24.822,14.338,0.604,0.486,1.07,28741.0,0.128,0.194,5.1,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-19,171666,6604,6533.286,3382.0,153.0,131.286,762.283,29.325,29.011,15.018,0.679,0.583,1.04,28848.0,0.128,0.226,4.4,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-20,176617,4951,6316.0,3501.0,119.0,135.714,784.268,21.985,28.046,15.546,0.528,0.603,1.0,29110.0,0.129,0.217,4.6,tests performed,58.33,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-21,181088,4471,5230.0,3590.0,89.0,123.0,804.121,19.853,23.224,15.941,0.395,0.546,0.97,29011.0,0.129,0.18,5.5,tests performed,58.33,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-22,185034,3946,5159.0,3695.0,105.0,122.286,821.643,17.522,22.909,16.408,0.466,0.543,0.94,29216.0,0.13,0.177,5.7,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-23,188926,3892,4880.857,3755.0,60.0,111.429,838.926,17.282,21.673,16.674,0.266,0.495,0.92,29157.0,0.129,0.167,6.0,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-24,192970,4044,4693.143,3903.0,148.0,115.714,856.883,17.957,20.84,17.331,0.657,0.514,0.9,28480.0,0.126,0.165,6.1,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-25,195745,2775,4383.286,3962.0,59.0,104.714,869.205,12.322,19.464,17.593,0.262,0.465,0.88,27138.0,0.121,0.162,6.2,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-26,198883,3138,3888.143,4035.0,73.0,93.286,883.14,13.934,17.265,17.917,0.324,0.414,0.88,25987.0,0.115,0.15,6.7,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-27,202955,4072,3762.571,4118.0,83.0,88.143,901.221,18.082,16.708,18.286,0.369,0.391,0.87,24479.0,0.109,0.154,6.5,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-28,206512,3557,3632.0,4167.0,49.0,82.429,917.016,15.795,16.128,18.504,0.218,0.366,0.87,23930.0,0.106,0.152,6.6,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-29,209337,2825,3471.857,4304.0,137.0,87.0,929.561,12.544,15.417,19.112,0.608,0.386,0.87,22857.0,0.101,0.152,6.6,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-30,213470,4133,3506.286,4395.0,91.0,91.429,947.913,18.353,15.57,19.516,0.404,0.406,0.88,22333.0,0.099,0.157,6.4,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-01,217809,4339,3548.429,4473.0,78.0,81.429,967.181,19.267,15.757,19.862,0.346,0.362,0.87,22196.0,0.099,0.16,6.3,tests performed,60.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-02,221896,4087,3735.857,4551.0,78.0,84.143,985.329,18.148,16.589,20.209,0.346,0.374,0.87,22237.0,0.099,0.168,6.0,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-03,221896,0,3287.571,4551.0,0.0,73.714,985.329,0.0,14.598,20.209,0.0,0.327,0.86,22537.0,0.1,0.146,6.9,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-04,225283,3387,3189.714,4619.0,68.0,71.571,1000.369,15.04,14.164,20.511,0.302,0.318,0.87,22669.0,0.101,0.141,7.1,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-05,231818,6535,3615.143,4762.0,143.0,85.0,1029.388,29.019,16.053,21.146,0.635,0.377,0.88,22743.0,0.101,0.159,6.3,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-06,234509,2691,3596.0,4839.0,77.0,76.429,1041.337,11.949,15.968,21.488,0.342,0.339,0.86,22637.0,0.101,0.159,6.3,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-07,237489,2980,3431.286,4922.0,83.0,75.286,1054.57,13.233,15.237,21.856,0.369,0.334,0.85,23152.0,0.103,0.148,6.7,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-08,240848,3359,3291.286,4983.0,61.0,72.857,1069.485,14.916,14.615,22.127,0.271,0.324,0.83,23085.0,0.103,0.143,7.0,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-09,243599,2751,3100.429,5058.0,75.0,72.429,1081.701,12.216,13.767,22.46,0.333,0.322,0.82,23400.0,0.104,0.132,7.5,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-10,246351,2752,3493.571,5123.0,65.0,81.714,1093.921,12.22,15.513,22.749,0.289,0.363,0.8,23441.0,0.104,0.149,6.7,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-11,248872,2521,3369.857,5197.0,74.0,82.571,1105.116,11.194,14.964,23.077,0.329,0.367,0.79,23657.0,0.105,0.142,7.0,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-12,251625,2753,2829.571,5266.0,69.0,72.0,1117.34,12.225,12.565,23.384,0.306,0.32,0.77,23469.0,0.104,0.121,8.3,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-13,253604,1979,2727.857,5320.0,54.0,68.714,1126.128,8.788,12.113,23.623,0.24,0.305,0.76,23507.0,0.104,0.116,8.6,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-14,255769,2165,2611.429,5386.0,66.0,66.286,1135.742,9.614,11.596,23.917,0.293,0.294,0.75,23005.0,0.102,0.114,8.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-15,257914,2145,2438.0,5426.0,40.0,63.286,1145.267,9.525,10.826,24.094,0.178,0.281,0.74,22976.0,0.102,0.106,9.4,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-16,257914,0,2045.0,5426.0,0.0,52.571,1145.267,0.0,9.081,24.094,0.0,0.233,0.73,22964.0,0.102,0.089,11.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-17,261917,4003,2223.714,5522.0,96.0,57.0,1163.042,17.775,9.874,24.52,0.426,0.253,0.74,23033.0,0.102,0.097,10.4,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-18,263496,1579,2089.143,5568.0,46.0,53.0,1170.054,7.012,9.277,24.725,0.204,0.235,0.72,22953.0,0.102,0.091,11.0,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-19,265083,1587,1922.571,5599.0,31.0,47.571,1177.101,7.047,8.537,24.862,0.138,0.211,0.7,22717.0,0.101,0.085,11.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-20,266096,1013,1784.571,5639.0,40.0,45.571,1181.599,4.498,7.924,25.04,0.178,0.202,0.69,22228.0,0.099,0.08,12.5,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-21,267428,1332,1665.571,5677.0,38.0,41.571,1187.514,5.915,7.396,25.209,0.169,0.185,0.69,21766.0,0.097,0.077,13.1,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-22,269191,1763,1611.0,5709.0,32.0,40.429,1195.342,7.829,7.154,25.351,0.142,0.18,0.69,21278.0,0.094,0.076,13.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-23,270400,1209,1783.714,5763.0,54.0,48.143,1200.711,5.369,7.921,25.591,0.24,0.214,0.68,21015.0,0.093,0.085,11.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-24,271887,1487,1424.286,5787.0,24.0,37.857,1207.314,6.603,6.325,25.697,0.107,0.168,0.67,20744.0,0.092,0.069,14.6,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-25,273113,1226,1373.857,5822.0,35.0,36.286,1212.758,5.444,6.101,25.853,0.155,0.161,0.66,20832.0,0.093,0.066,15.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-26,273113,0,1147.143,5822.0,0.0,31.857,1212.758,0.0,5.094,25.853,0.0,0.141,0.65,20931.0,0.093,0.055,18.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-27,274289,1176,1170.429,5842.0,20.0,29.0,1217.98,5.222,5.197,25.941,0.089,0.129,0.67,24154.0,0.107,0.048,20.6,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-28,275225,936,1113.857,5865.0,23.0,26.857,1222.136,4.156,4.946,26.044,0.102,0.119,0.67,24650.0,0.109,0.045,22.1,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-29,276288,1063,1013.857,5892.0,27.0,26.143,1226.857,4.72,4.502,26.163,0.12,0.116,0.68,25121.0,0.112,0.04,24.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-30,277402,1114,1000.286,5924.0,32.0,23.0,1231.803,4.947,4.442,26.306,0.142,0.102,0.68,24850.0,0.11,0.04,24.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-07-31,278305,903,916.857,5951.0,27.0,23.429,1235.813,4.01,4.071,26.425,0.12,0.104,0.68,24344.0,0.108,0.038,26.6,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-01,278305,0,741.714,5951.0,0.0,18.429,1235.813,0.0,3.294,26.425,0.0,0.082,0.68,23606.0,0.105,0.031,31.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-02,279699,1394,940.857,5976.0,25.0,22.0,1242.003,6.19,4.178,26.536,0.111,0.098,0.7,21859.0,0.097,0.043,23.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-03,280461,762,881.714,5999.0,23.0,22.429,1245.387,3.384,3.915,26.639,0.102,0.1,0.7,17444.0,0.077,0.051,19.8,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-04,280461,0,748.0,5999.0,0.0,19.143,1245.387,0.0,3.321,26.639,0.0,0.085,0.71,16110.0,0.072,0.046,21.5,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-05,281136,675,692.571,6014.0,15.0,17.429,1248.384,2.997,3.075,26.705,0.067,0.077,0.72,14092.0,0.063,0.049,20.3,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-06,281863,727,637.286,6035.0,21.0,15.857,1251.612,3.228,2.83,26.798,0.093,0.07,0.75,12234.0,0.054,0.052,19.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-07,282645,782,620.0,6052.0,17.0,14.429,1255.085,3.472,2.753,26.874,0.075,0.064,0.77,12518.0,0.056,0.05,20.2,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-08,283487,842,740.286,6068.0,16.0,16.714,1258.824,3.739,3.287,26.945,0.071,0.074,0.78,13361.0,0.059,0.055,18.0,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-09,284121,634,631.714,6082.0,14.0,15.143,1261.639,2.815,2.805,27.007,0.062,0.067,0.79,15128.0,0.067,0.042,23.9,tests performed,66.67,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-10,284660,539,599.857,6097.0,15.0,14.0,1264.032,2.393,2.664,27.074,0.067,0.062,0.81,16518.0,0.073,0.036,27.5,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-11,285191,531,675.714,6112.0,15.0,16.143,1266.39,2.358,3.001,27.14,0.067,0.072,0.82,17420.0,0.077,0.039,25.8,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-12,285921,730,683.571,6129.0,17.0,16.429,1269.632,3.242,3.035,27.216,0.075,0.073,0.83,19296.0,0.086,0.035,28.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-13,286674,753,687.286,6139.0,10.0,14.857,1272.976,3.344,3.052,27.26,0.044,0.066,0.84,20970.0,0.093,0.033,30.5,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-14,287300,626,665.0,6153.0,14.0,14.429,1275.755,2.78,2.953,27.322,0.062,0.064,0.85,21439.0,0.095,0.031,32.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-15,288047,747,651.429,6162.0,9.0,13.429,1279.072,3.317,2.893,27.362,0.04,0.06,0.86,21347.0,0.095,0.031,32.8,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-16,289215,1168,727.714,6175.0,13.0,13.286,1284.259,5.187,3.231,27.42,0.058,0.059,0.86,21438.0,0.095,0.034,29.5,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-17,289215,0,650.714,6175.0,0.0,11.143,1284.259,0.0,2.889,27.42,0.0,0.049,0.85,21717.0,0.096,0.03,33.4,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-18,289832,617,663.0,6190.0,15.0,11.143,1286.999,2.74,2.944,27.487,0.067,0.049,0.85,21629.0,0.096,0.031,32.6,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-19,290445,613,646.286,6201.0,11.0,10.286,1289.721,2.722,2.87,27.536,0.049,0.046,0.85,21947.0,0.097,0.029,34.0,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-20,290958,513,612.0,6209.0,8.0,10.0,1291.999,2.278,2.718,27.571,0.036,0.044,0.86,22584.0,0.1,0.027,36.9,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-21,291588,630,612.571,6219.0,10.0,9.429,1294.796,2.798,2.72,27.615,0.044,0.042,0.86,22851.0,0.101,0.027,37.3,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-22,292174,586,589.571,6231.0,12.0,9.857,1297.398,2.602,2.618,27.669,0.053,0.044,0.87,23110.0,0.103,0.026,39.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-23,293261,1087,578.0,6244.0,13.0,9.857,1302.225,4.827,2.567,27.726,0.058,0.044,0.86,23244.0,0.103,0.025,40.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-24,293261,0,578.0,6244.0,0.0,9.857,1302.225,0.0,2.567,27.726,0.0,0.044,0.84,23416.0,0.104,0.025,40.5,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-25,293711,450,554.143,6255.0,11.0,9.286,1304.223,1.998,2.461,27.775,0.049,0.041,0.84,24362.0,0.108,0.023,44.0,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-26,294193,482,535.429,6267.0,12.0,9.429,1306.364,2.14,2.378,27.829,0.053,0.042,0.83,24609.0,0.109,0.022,46.0,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-27,294638,445,525.714,6274.0,7.0,9.286,1308.34,1.976,2.334,27.86,0.031,0.041,0.84,24575.0,0.109,0.021,46.7,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-28,295053,415,495.0,6283.0,9.0,9.143,1310.182,1.843,2.198,27.9,0.04,0.041,0.84,24271.0,0.108,0.02,49.0,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-29,295372,319,456.857,6284.0,1.0,7.571,1311.599,1.417,2.029,27.904,0.004,0.034,0.85,23828.0,0.106,0.019,52.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-30,295636,264,339.286,6288.0,4.0,6.286,1312.771,1.172,1.507,27.922,0.018,0.028,0.86,23324.0,0.104,0.015,68.7,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-08-31,295849,213,369.714,6294.0,6.0,7.143,1313.717,0.946,1.642,27.948,0.027,0.032,0.89,22519.0,0.1,0.016,60.9,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-09-01,296149,300,348.286,6298.0,4.0,6.143,1315.049,1.332,1.547,27.966,0.018,0.027,0.92,22046.0,0.098,0.016,63.3,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-09-02,297014,865,403.0,6328.0,30.0,8.714,1318.89,3.841,1.79,28.099,0.133,0.039,0.96,21453.0,0.095,0.019,53.2,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-09-03,297512,498,410.571,6335.0,7.0,8.714,1321.102,2.211,1.823,28.131,0.031,0.039,0.97,21211.0,0.094,0.019,51.7,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-09-04,298025,513,424.571,6340.0,5.0,8.143,1323.38,2.278,1.885,28.153,0.022,0.036,0.97,21173.0,0.094,0.02,49.9,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-09-05,298025,0,379.0,6340.0,0.0,8.0,1323.38,0.0,1.683,28.153,0.0,0.036,0.98,21519.0,0.096,0.018,56.8,tests performed,47.69,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
