iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
PAK,Asia,Pakistan,2020-03-28,1597,102,117.286,14.0,2.0,1.286,7.091,0.453,0.521,0.062,0.009,0.006,1.66,1302.0,0.006,0.09,11.1,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-03-29,1717,120,120.286,21.0,7.0,2.143,7.624,0.533,0.534,0.093,0.031,0.01,1.65,1329.0,0.006,0.091,11.0,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-03-30,1938,221,138.0,26.0,5.0,2.714,8.606,0.981,0.613,0.115,0.022,0.012,1.64,1404.0,0.006,0.098,10.2,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-03-31,2118,180,150.714,27.0,1.0,2.714,9.405,0.799,0.669,0.12,0.004,0.012,1.64,1406.0,0.006,0.107,9.3,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-01,2421,303,174.286,34.0,7.0,3.571,10.75,1.345,0.774,0.151,0.031,0.016,1.63,1554.0,0.007,0.112,8.9,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-02,2686,265,187.571,40.0,6.0,4.143,11.927,1.177,0.833,0.178,0.027,0.018,1.62,3210.0,0.014,0.058,17.1,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-03,2818,132,189.0,41.0,1.0,4.143,12.513,0.586,0.839,0.182,0.004,0.018,1.59,2814.0,0.012,0.067,14.9,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-04,3157,339,222.857,47.0,6.0,4.714,14.019,1.505,0.99,0.209,0.027,0.021,1.59,2936.0,0.013,0.076,13.2,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-05,3766,609,292.714,53.0,6.0,4.571,16.723,2.704,1.3,0.235,0.027,0.02,1.57,3018.0,0.013,0.097,10.3,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-06,4035,269,299.571,57.0,4.0,4.429,17.917,1.194,1.33,0.253,0.018,0.02,1.5,3357.0,0.015,0.089,11.2,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-07,4263,228,306.429,61.0,4.0,4.857,18.93,1.012,1.361,0.271,0.018,0.022,1.44,3742.0,0.017,0.082,12.2,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-08,4489,226,295.429,65.0,4.0,4.429,19.933,1.004,1.312,0.289,0.018,0.02,1.41,3939.0,0.017,0.075,13.3,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-09,4695,206,287.0,66.0,1.0,3.714,20.848,0.915,1.274,0.293,0.004,0.016,1.39,3485.0,0.015,0.082,12.1,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-10,5011,316,313.286,86.0,20.0,6.429,22.251,1.403,1.391,0.382,0.089,0.029,1.39,3558.0,0.016,0.088,11.4,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-11,5230,219,296.143,91.0,5.0,6.286,23.224,0.972,1.315,0.404,0.022,0.028,1.39,3845.0,0.017,0.077,13.0,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-12,5496,266,247.143,93.0,2.0,5.714,24.405,1.181,1.097,0.413,0.009,0.025,1.4,4177.0,0.019,0.059,16.9,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-13,5837,341,257.429,96.0,3.0,5.571,25.919,1.514,1.143,0.426,0.013,0.025,1.41,4392.0,0.02,0.059,17.1,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-14,6383,546,302.857,111.0,15.0,7.143,28.344,2.425,1.345,0.493,0.067,0.032,1.44,4469.0,0.02,0.068,14.8,tests performed,96.3,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-15,6919,536,347.143,128.0,17.0,9.0,30.724,2.38,1.541,0.568,0.075,0.04,1.44,4869.0,0.022,0.071,14.0,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-16,7025,106,332.857,135.0,7.0,9.857,31.195,0.471,1.478,0.599,0.031,0.044,1.45,4285.0,0.019,0.078,12.9,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-17,7638,613,375.286,143.0,8.0,8.143,33.917,2.722,1.666,0.635,0.036,0.036,1.48,4959.0,0.022,0.076,13.2,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-18,8348,710,445.429,168.0,25.0,11.0,37.069,3.153,1.978,0.746,0.111,0.049,1.49,5246.0,0.023,0.085,11.8,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-19,8418,70,417.429,176.0,8.0,11.857,37.38,0.311,1.854,0.782,0.036,0.053,1.49,5598.0,0.025,0.075,13.4,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-20,9565,1147,532.571,201.0,25.0,15.0,42.473,5.093,2.365,0.893,0.111,0.067,1.51,5447.0,0.024,0.098,10.2,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-21,10076,511,527.571,212.0,11.0,14.429,44.742,2.269,2.343,0.941,0.049,0.064,1.49,5481.0,0.024,0.096,10.4,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-22,11155,1079,605.143,237.0,25.0,15.571,49.534,4.791,2.687,1.052,0.111,0.069,1.49,5577.0,0.025,0.109,9.2,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-23,11940,785,702.143,253.0,16.0,16.857,53.02,3.486,3.118,1.123,0.071,0.075,1.46,5692.0,0.025,0.123,8.1,tests performed,92.59,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-24,12723,783,726.429,269.0,16.0,18.0,56.496,3.477,3.226,1.194,0.071,0.08,1.43,5545.0,0.025,0.131,7.6,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-25,13328,605,711.429,281.0,12.0,16.143,59.183,2.687,3.159,1.248,0.053,0.072,1.41,5661.0,0.025,0.126,8.0,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-26,13915,587,785.286,292.0,11.0,16.571,61.79,2.607,3.487,1.297,0.049,0.074,1.4,5723.0,0.025,0.137,7.3,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-27,14612,697,721.0,312.0,20.0,15.857,64.885,3.095,3.202,1.385,0.089,0.07,1.39,6100.0,0.027,0.118,8.5,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-28,15525,913,778.429,343.0,31.0,18.714,68.939,4.054,3.457,1.523,0.138,0.083,1.4,6488.0,0.029,0.12,8.3,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-29,16817,1292,808.857,385.0,42.0,21.143,74.676,5.737,3.592,1.71,0.187,0.094,1.41,6842.0,0.03,0.118,8.5,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-04-30,18114,1297,882.0,417.0,32.0,23.429,80.435,5.759,3.917,1.852,0.142,0.104,1.4,7087.0,0.031,0.124,8.0,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-01,19103,989,911.429,440.0,23.0,24.429,84.827,4.392,4.047,1.954,0.102,0.108,1.38,7252.0,0.032,0.126,8.0,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-02,20084,981,965.143,457.0,17.0,25.143,89.183,4.356,4.286,2.029,0.075,0.112,1.37,7959.0,0.035,0.121,8.2,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-03,20941,857,1003.714,476.0,19.0,26.286,92.988,3.806,4.457,2.114,0.084,0.117,1.36,8380.0,0.037,0.12,8.3,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-04,22049,1108,1062.429,514.0,38.0,28.857,97.909,4.92,4.718,2.282,0.169,0.128,1.36,8822.0,0.039,0.12,8.3,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-05,24073,2024,1221.143,564.0,50.0,31.571,106.896,8.988,5.422,2.504,0.222,0.14,1.37,9312.0,0.041,0.131,7.6,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-06,24644,571,1118.143,585.0,21.0,28.571,109.432,2.536,4.965,2.598,0.093,0.127,1.36,9524.0,0.042,0.117,8.5,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-07,26435,1791,1188.714,599.0,14.0,26.0,117.385,7.953,5.278,2.66,0.062,0.115,1.36,10088.0,0.045,0.118,8.5,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-08,28736,2301,1376.143,636.0,37.0,28.0,127.602,10.218,6.111,2.824,0.164,0.124,1.36,10731.0,0.048,0.128,7.8,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-09,30334,1598,1464.286,659.0,23.0,28.857,134.698,7.096,6.502,2.926,0.102,0.128,1.33,10881.0,0.048,0.135,7.4,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-10,32081,1747,1591.429,706.0,47.0,32.857,142.456,7.758,7.067,3.135,0.209,0.146,1.3,11499.0,0.051,0.138,7.2,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-11,34336,2255,1755.286,737.0,31.0,31.857,152.469,10.013,7.794,3.273,0.138,0.141,1.27,11769.0,0.052,0.149,6.7,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-12,35298,962,1603.571,761.0,24.0,28.143,156.741,4.272,7.121,3.379,0.107,0.125,1.23,11921.0,0.053,0.135,7.4,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-13,35788,490,1592.0,770.0,9.0,26.429,158.917,2.176,7.069,3.419,0.04,0.117,1.22,12160.0,0.054,0.131,7.6,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-14,38799,3011,1766.286,834.0,64.0,33.571,172.287,13.37,7.843,3.703,0.284,0.149,1.22,12282.0,0.055,0.144,7.0,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-15,38799,0,1437.571,834.0,0.0,28.286,172.287,0.0,6.384,3.703,0.0,0.126,1.2,12458.0,0.055,0.115,8.7,tests performed,89.81,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-16,40151,1352,1402.429,873.0,39.0,30.571,178.29,6.004,6.227,3.877,0.173,0.136,1.21,12748.0,0.057,0.11,9.1,tests performed,78.7,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-17,42125,1974,1434.857,903.0,30.0,28.143,187.056,8.766,6.371,4.01,0.133,0.125,1.22,12842.0,0.057,0.112,9.0,tests performed,85.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-18,43966,1841,1375.714,939.0,36.0,28.857,195.231,8.175,6.109,4.17,0.16,0.128,1.23,13206.0,0.059,0.104,9.6,tests performed,85.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-19,45898,1932,1514.286,985.0,46.0,32.0,203.81,8.579,6.724,4.374,0.204,0.142,1.24,13492.0,0.06,0.112,8.9,tests performed,85.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-20,48091,2193,1757.571,1017.0,32.0,35.286,213.548,9.738,7.804,4.516,0.142,0.157,1.24,13794.0,0.061,0.127,7.8,tests performed,85.19,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-21,50694,2603,1699.286,1067.0,50.0,33.286,225.107,11.559,7.546,4.738,0.222,0.148,1.24,14121.0,0.063,0.12,8.3,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-22,52437,1743,1948.286,1101.0,34.0,38.143,232.846,7.74,8.651,4.889,0.151,0.169,1.23,14505.0,0.064,0.134,7.4,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-23,54601,2164,2064.286,1133.0,32.0,37.143,242.456,9.609,9.166,5.031,0.142,0.165,1.22,14490.0,0.064,0.142,7.0,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-24,56349,1748,2032.0,1167.0,34.0,37.714,250.218,7.762,9.023,5.182,0.151,0.167,1.22,14314.0,0.064,0.142,7.0,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-25,57705,1356,1962.714,1197.0,30.0,36.857,256.239,6.021,8.715,5.315,0.133,0.164,1.22,13760.0,0.061,0.143,7.0,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-26,59151,1446,1893.286,1225.0,28.0,34.286,262.66,6.421,8.407,5.44,0.124,0.152,1.24,12945.0,0.057,0.146,6.8,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-27,61227,2076,1876.571,1260.0,35.0,34.714,271.878,9.218,8.333,5.595,0.155,0.154,1.27,12164.0,0.054,0.154,6.5,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-28,64028,2801,1904.857,1317.0,57.0,35.714,284.316,12.438,8.459,5.848,0.253,0.159,1.3,11212.0,0.05,0.17,5.9,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-29,66457,2429,2002.857,1395.0,78.0,42.0,295.102,10.786,8.894,6.194,0.346,0.187,1.32,10576.0,0.047,0.189,5.3,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-30,69496,3039,2127.857,1483.0,88.0,50.0,308.597,13.495,9.449,6.585,0.391,0.222,1.35,10192.0,0.045,0.209,4.8,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-05-31,72460,2964,2301.571,1543.0,60.0,53.714,321.759,13.162,10.22,6.852,0.266,0.239,1.36,10489.0,0.047,0.219,4.6,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-01,76398,3938,2670.429,1621.0,78.0,60.571,339.245,17.487,11.858,7.198,0.346,0.269,1.38,11069.0,0.049,0.241,4.1,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-02,80463,4065,3044.571,1688.0,67.0,66.143,357.296,18.051,13.519,7.496,0.298,0.294,1.39,12438.0,0.055,0.245,4.1,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-03,85264,4801,3433.857,1770.0,82.0,72.857,378.615,21.319,15.248,7.86,0.364,0.324,1.39,13706.0,0.061,0.251,4.0,tests performed,82.41,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-04,89249,3985,3603.0,1838.0,68.0,74.429,396.31,17.695,15.999,8.162,0.302,0.33,1.37,15346.0,0.068,0.235,4.3,tests performed,69.44,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-05,93983,4734,3932.286,1935.0,97.0,77.143,417.331,21.021,17.461,8.592,0.431,0.343,1.37,16901.0,0.075,0.233,4.3,tests performed,69.44,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-06,98943,4960,4206.714,2002.0,67.0,74.143,439.356,22.025,18.68,8.89,0.298,0.329,1.35,18353.0,0.081,0.229,4.4,tests performed,69.44,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-07,103671,4728,4458.714,2067.0,65.0,74.857,460.351,20.995,19.799,9.179,0.289,0.332,1.33,19511.0,0.087,0.229,4.4,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-08,108317,4646,4559.857,2172.0,105.0,78.714,480.982,20.631,20.248,9.645,0.466,0.35,1.31,20671.0,0.092,0.221,4.5,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-09,113702,5385,4748.429,2255.0,83.0,81.0,504.894,23.912,21.085,10.013,0.369,0.36,1.3,21783.0,0.097,0.218,4.6,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-10,119536,5834,4896.0,2356.0,101.0,83.714,530.799,25.906,21.741,10.462,0.448,0.372,1.28,22701.0,0.101,0.216,4.6,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
PAK,Asia,Pakistan,2020-06-11,125933,6397,5240.571,2463.0,107.0,89.286,559.205,28.406,23.271,10.937,0.475,0.396,1.25,23616.0,0.105,0.222,4.5,tests performed,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
