Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Year
Azad Jammu and Kashmir,Pakistan,2021-07-10,34.027401,73.947253,20935,594.0,19625.0,716.0,2021
Balochistan,Pakistan,2021-07-10,28.328491999999997,65.898403,27863,317.0,26751.0,795.0,2021
Gilgit-Baltistan,Pakistan,2021-07-10,35.792146,74.982138,6769,111.0,6099.0,559.0,2021
Islamabad,Pakistan,2021-07-10,33.665087,73.121219,83513,782.0,81247.0,1484.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-10,34.485332,72.09169,139162,4353.0,133159.0,1650.0,2021
Punjab,Pakistan,2021-07-10,30.811346,72.13913199999998,347793,10815.0,328554.0,8424.0,2021
Sindh,Pakistan,2021-07-10,26.009446,68.77680699999999,345269,5583.0,316860.0,22826.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-11,34.027401,73.947253,21067,594.0,19657.0,816.0,2021
Balochistan,Pakistan,2021-07-11,28.328491999999997,65.898403,27961,317.0,26769.0,875.0,2021
Gilgit-Baltistan,Pakistan,2021-07-11,35.792146,74.982138,6851,111.0,6101.0,639.0,2021
Islamabad,Pakistan,2021-07-11,33.665087,73.121219,83647,783.0,81278.0,1586.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-11,34.485332,72.09169,139313,4359.0,133220.0,1734.0,2021
Punjab,Pakistan,2021-07-11,30.811346,72.13913199999998,348085,10819.0,328767.0,8499.0,2021
Sindh,Pakistan,2021-07-11,26.009446,68.77680699999999,346360,5599.0,317411.0,23350.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-12,34.027401,73.947253,21180,594.0,19700.0,886.0,2021
Balochistan,Pakistan,2021-07-12,28.328491999999997,65.898403,27994,317.0,26834.0,843.0,2021
Gilgit-Baltistan,Pakistan,2021-07-12,35.792146,74.982138,6904,111.0,6189.0,604.0,2021
Islamabad,Pakistan,2021-07-12,33.665087,73.121219,83764,784.0,81324.0,1656.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-12,34.485332,72.09169,139463,4362.0,133321.0,1780.0,2021
Punjab,Pakistan,2021-07-12,30.811346,72.13913199999998,348309,10822.0,328838.0,8649.0,2021
Sindh,Pakistan,2021-07-12,26.009446,68.77680699999999,347478,5607.0,317667.0,24204.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-13,34.027401,73.947253,21256,595.0,19737.0,924.0,2021
Balochistan,Pakistan,2021-07-13,28.328491999999997,65.898403,28321,317.0,27078.0,926.0,2021
Gilgit-Baltistan,Pakistan,2021-07-13,35.792146,74.982138,6972,111.0,6215.0,646.0,2021
Islamabad,Pakistan,2021-07-13,33.665087,73.121219,83831,785.0,81393.0,1653.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-13,34.485332,72.09169,139593,4365.0,133372.0,1856.0,2021
Punjab,Pakistan,2021-07-13,30.811346,72.13913199999998,348509,10832.0,328969.0,8708.0,2021
Sindh,Pakistan,2021-07-13,26.009446,68.77680699999999,348385,5613.0,317841.0,24931.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-14,34.027401,73.947253,21392,595.0,19779.0,1018.0,2021
Balochistan,Pakistan,2021-07-14,28.328491999999997,65.898403,28434,317.0,26948.0,1169.0,2021
Gilgit-Baltistan,Pakistan,2021-07-14,35.792146,74.982138,7044,113.0,6255.0,676.0,2021
Islamabad,Pakistan,2021-07-14,33.665087,73.121219,83956,786.0,81451.0,1719.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-14,34.485332,72.09169,139710,4371.0,133522.0,1817.0,2021
Punjab,Pakistan,2021-07-14,30.811346,72.13913199999998,348725,10839.0,329012.0,8874.0,2021
Sindh,Pakistan,2021-07-14,26.009446,68.77680699999999,349586,5621.0,318376.0,25589.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-15,34.027401,73.947253,21481,596.0,19825.0,1060.0,2021
Balochistan,Pakistan,2021-07-15,28.328491999999997,65.898403,28588,317.0,27032.0,1239.0,2021
Gilgit-Baltistan,Pakistan,2021-07-15,35.792146,74.982138,7163,113.0,6273.0,777.0,2021
Islamabad,Pakistan,2021-07-15,33.665087,73.121219,84083,787.0,81508.0,1788.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-15,34.485332,72.09169,139960,4377.0,133736.0,1847.0,2021
Punjab,Pakistan,2021-07-15,30.811346,72.13913199999998,349111,10852.0,329203.0,9056.0,2021
Sindh,Pakistan,2021-07-15,26.009446,68.77680699999999,351006,5647.0,318796.0,26563.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-16,34.027401,73.947253,21632,597.0,19859.0,1176.0,2021
Balochistan,Pakistan,2021-07-16,28.328491999999997,65.898403,28704,318.0,27082.0,1304.0,2021
Gilgit-Baltistan,Pakistan,2021-07-16,35.792146,74.982138,7210,113.0,6293.0,804.0,2021
Islamabad,Pakistan,2021-07-16,33.665087,73.121219,84266,787.0,81570.0,1909.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-16,34.485332,72.09169,139960,4377.0,133736.0,1847.0,2021
Punjab,Pakistan,2021-07-16,30.811346,72.13913199999998,349475,10856.0,329344.0,9275.0,2021
Sindh,Pakistan,2021-07-16,26.009446,68.77680699999999,352472,5672.0,319445.0,27355.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-17,34.027401,73.947253,21811,598.0,19912.0,1301.0,2021
Balochistan,Pakistan,2021-07-17,28.328491999999997,65.898403,28884,319.0,27153.0,1412.0,2021
Gilgit-Baltistan,Pakistan,2021-07-17,35.792146,74.982138,7288,114.0,6315.0,859.0,2021
Islamabad,Pakistan,2021-07-17,33.665087,73.121219,84399,787.0,81671.0,1941.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-17,34.485332,72.09169,140293,4380.0,133974.0,1939.0,2021
Punjab,Pakistan,2021-07-17,30.811346,72.13913199999998,349890,10865.0,329478.0,9547.0,2021
Sindh,Pakistan,2021-07-17,26.009446,68.77680699999999,354103,5697.0,319826.0,28580.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-18,34.027401,73.947253,21989,601.0,19952.0,1436.0,2021
Balochistan,Pakistan,2021-07-18,28.328491999999997,65.898403,29080,319.0,27190.0,1571.0,2021
Gilgit-Baltistan,Pakistan,2021-07-18,35.792146,74.982138,7362,116.0,6355.0,891.0,2021
Islamabad,Pakistan,2021-07-18,33.665087,73.121219,84563,787.0,81780.0,1996.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-18,34.485332,72.09169,140560,4385.0,134044.0,2131.0,2021
Punjab,Pakistan,2021-07-18,30.811346,72.13913199999998,350259,10871.0,329627.0,9761.0,2021
Sindh,Pakistan,2021-07-18,26.009446,68.77680699999999,355462,5702.0,320215.0,29545.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-19,34.027401,73.947253,22116,601.0,19995.0,1520.0,2021
Balochistan,Pakistan,2021-07-19,28.328491999999997,65.898403,29110,319.0,27261.0,1530.0,2021
Gilgit-Baltistan,Pakistan,2021-07-19,35.792146,74.982138,7414,117.0,6432.0,865.0,2021
Islamabad,Pakistan,2021-07-19,33.665087,73.121219,84722,787.0,81878.0,2057.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-19,34.485332,72.09169,140818,4386.0,134144.0,2288.0,2021
Punjab,Pakistan,2021-07-19,30.811346,72.13913199999998,350618,10881.0,329756.0,9981.0,2021
Sindh,Pakistan,2021-07-19,26.009446,68.77680699999999,356929,5720.0,320600.0,30609.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-20,34.027401,73.947253,22192,602.0,20058.0,1532.0,2021
Balochistan,Pakistan,2021-07-20,28.328491999999997,65.898403,29190,319.0,27340.0,1531.0,2021
Gilgit-Baltistan,Pakistan,2021-07-20,35.792146,74.982138,7510,120.0,6510.0,880.0,2021
Islamabad,Pakistan,2021-07-20,33.665087,73.121219,84842,787.0,81934.0,2121.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-20,34.485332,72.09169,140962,4391.0,134285.0,2286.0,2021
Punjab,Pakistan,2021-07-20,30.811346,72.13913199999998,351000,10892.0,329875.0,10233.0,2021
Sindh,Pakistan,2021-07-20,26.009446,68.77680699999999,358176,5737.0,321093.0,31346.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-21,34.027401,73.947253,22339,605.0,20117.0,1617.0,2021
Balochistan,Pakistan,2021-07-21,28.328491999999997,65.898403,29242,320.0,27412.0,1510.0,2021
Gilgit-Baltistan,Pakistan,2021-07-21,35.792146,74.982138,7535,122.0,6607.0,806.0,2021
Islamabad,Pakistan,2021-07-21,33.665087,73.121219,85028,788.0,82030.0,2210.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-21,34.485332,72.09169,141138,4397.0,134433.0,2308.0,2021
Punjab,Pakistan,2021-07-21,30.811346,72.13913199999998,351345,10900.0,330004.0,10441.0,2021
Sindh,Pakistan,2021-07-21,26.009446,68.77680699999999,359824,5756.0,321431.0,32637.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-22,34.027401,73.947253,22538,606.0,20173.0,1759.0,2021
Balochistan,Pakistan,2021-07-22,28.328491999999997,65.898403,29301,320.0,27500.0,1481.0,2021
Gilgit-Baltistan,Pakistan,2021-07-22,35.792146,74.982138,7551,122.0,6607.0,822.0,2021
Islamabad,Pakistan,2021-07-22,33.665087,73.121219,85179,788.0,82085.0,2306.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-22,34.485332,72.09169,141288,4402.0,134499.0,2387.0,2021
Punjab,Pakistan,2021-07-22,30.811346,72.13913199999998,351592,10906.0,330288.0,10398.0,2021
Sindh,Pakistan,2021-07-22,26.009446,68.77680699999999,361160,5784.0,321777.0,33599.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-23,34.027401,73.947253,22592,608.0,20246.0,1738.0,2021
Balochistan,Pakistan,2021-07-23,28.328491999999997,65.898403,29357,321.0,27631.0,1405.0,2021
Gilgit-Baltistan,Pakistan,2021-07-23,35.792146,74.982138,7607,122.0,6640.0,845.0,2021
Islamabad,Pakistan,2021-07-23,33.665087,73.121219,85230,789.0,82176.0,2265.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-23,34.485332,72.09169,141359,4405.0,134549.0,2405.0,2021
Punjab,Pakistan,2021-07-23,30.811346,72.13913199999998,351707,10909.0,330301.0,10497.0,2021
Sindh,Pakistan,2021-07-23,26.009446,68.77680699999999,362182,5785.0,321929.0,34468.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-24,34.027401,73.947253,22592,608.0,20246.0,1738.0,2021
Balochistan,Pakistan,2021-07-24,28.328491999999997,65.898403,29357,321.0,27631.0,1405.0,2021
Gilgit-Baltistan,Pakistan,2021-07-24,35.792146,74.982138,7607,122.0,6640.0,845.0,2021
Islamabad,Pakistan,2021-07-24,33.665087,73.121219,85230,789.0,82176.0,2265.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-24,34.485332,72.09169,141359,4405.0,134549.0,2405.0,2021
Punjab,Pakistan,2021-07-24,30.811346,72.13913199999998,351707,10909.0,330301.0,10497.0,2021
Sindh,Pakistan,2021-07-24,26.009446,68.77680699999999,362182,5785.0,321929.0,34468.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-25,34.027401,73.947253,22886,610.0,20369.0,1907.0,2021
Balochistan,Pakistan,2021-07-25,28.328491999999997,65.898403,29494,322.0,27730.0,1442.0,2021
Gilgit-Baltistan,Pakistan,2021-07-25,35.792146,74.982138,7702,122.0,6877.0,703.0,2021
Islamabad,Pakistan,2021-07-25,33.665087,73.121219,85519,792.0,82479.0,2248.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-25,34.485332,72.09169,141627,4417.0,134731.0,2479.0,2021
Punjab,Pakistan,2021-07-25,30.811346,72.13913199999998,352682,10939.0,330986.0,10757.0,2021
Sindh,Pakistan,2021-07-25,26.009446,68.77680699999999,364784,5814.0,322786.0,36184.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-26,34.027401,73.947253,23093,610.0,20415.0,2068.0,2021
Balochistan,Pakistan,2021-07-26,28.328491999999997,65.898403,29571,325.0,27875.0,1371.0,2021
Gilgit-Baltistan,Pakistan,2021-07-26,35.792146,74.982138,7747,123.0,6945.0,679.0,2021
Islamabad,Pakistan,2021-07-26,33.665087,73.121219,85780,793.0,82628.0,2359.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-26,34.485332,72.09169,141925,4420.0,134962.0,2543.0,2021
Punjab,Pakistan,2021-07-26,30.811346,72.13913199999998,353238,10944.0,331189.0,11105.0,2021
Sindh,Pakistan,2021-07-26,26.009446,68.77680699999999,367092,5833.0,323585.0,37674.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-27,34.027401,73.947253,23203,614.0,20476.0,2113.0,2021
Balochistan,Pakistan,2021-07-27,28.328491999999997,65.898403,29681,326.0,28029.0,1326.0,2021
Gilgit-Baltistan,Pakistan,2021-07-27,35.792146,74.982138,7798,124.0,6962.0,712.0,2021
Islamabad,Pakistan,2021-07-27,33.665087,73.121219,85947,796.0,82721.0,2430.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-27,34.485332,72.09169,142139,4423.0,135106.0,2610.0,2021
Punjab,Pakistan,2021-07-27,30.811346,72.13913199999998,353695,10964.0,331222.0,11509.0,2021
Sindh,Pakistan,2021-07-27,26.009446,68.77680699999999,369245,5840.0,324206.0,39199.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-28,34.027401,73.947253,23370,618.0,20561.0,2191.0,2021
Balochistan,Pakistan,2021-07-28,28.328491999999997,65.898403,29861,326.0,28119.0,1416.0,2021
Gilgit-Baltistan,Pakistan,2021-07-28,35.792146,74.982138,7896,127.0,7009.0,760.0,2021
Islamabad,Pakistan,2021-07-28,33.665087,73.121219,86226,796.0,82848.0,2582.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-28,34.485332,72.09169,142400,4428.0,135606.0,2366.0,2021
Punjab,Pakistan,2021-07-28,30.811346,72.13913199999998,354312,10978.0,331433.0,11901.0,2021
Sindh,Pakistan,2021-07-28,26.009446,68.77680699999999,371762,5860.0,330166.0,35736.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-29,34.027401,73.947253,23631,620.0,20656.0,2355.0,2021
Balochistan,Pakistan,2021-07-29,28.328491999999997,65.898403,30019,326.0,28463.0,1230.0,2021
Gilgit-Baltistan,Pakistan,2021-07-29,35.792146,74.982138,7935,133.0,7016.0,786.0,2021
Islamabad,Pakistan,2021-07-29,33.665087,73.121219,86602,797.0,82992.0,2813.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-29,34.485332,72.09169,142799,4435.0,135687.0,2677.0,2021
Punjab,Pakistan,2021-07-29,30.811346,72.13913199999998,354904,10995.0,331704.0,12205.0,2021
Sindh,Pakistan,2021-07-29,26.009446,68.77680699999999,374434,5903.0,330836.0,37695.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-30,34.027401,73.947253,23819,622.0,20739.0,2458.0,2021
Balochistan,Pakistan,2021-07-30,28.328491999999997,65.898403,30162,327.0,28693.0,1142.0,2021
Gilgit-Baltistan,Pakistan,2021-07-30,35.792146,74.982138,8008,137.0,7063.0,808.0,2021
Islamabad,Pakistan,2021-07-30,33.665087,73.121219,86945,799.0,83115.0,3031.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-30,34.485332,72.09169,143213,4444.0,135846.0,2923.0,2021
Punjab,Pakistan,2021-07-30,30.811346,72.13913199999998,355483,11019.0,332078.0,12386.0,2021
Sindh,Pakistan,2021-07-30,26.009446,68.77680699999999,377231,5947.0,331309.0,39975.0,2021
Azad Jammu and Kashmir,Pakistan,2021-07-31,34.027401,73.947253,24145,622.0,20840.0,2683.0,2021
Balochistan,Pakistan,2021-07-31,28.328491999999997,65.898403,30289,328.0,28811.0,1150.0,2021
Gilgit-Baltistan,Pakistan,2021-07-31,35.792146,74.982138,8096,141.0,7118.0,837.0,2021
Islamabad,Pakistan,2021-07-31,33.665087,73.121219,87304,801.0,83234.0,3269.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-07-31,34.485332,72.09169,143673,4456.0,135930.0,3287.0,2021
Punjab,Pakistan,2021-07-31,30.811346,72.13913199999998,356211,11041.0,332429.0,12741.0,2021
Sindh,Pakistan,2021-07-31,26.009446,68.77680699999999,380093,5971.0,331802.0,42320.0,2021
Azad Jammu and Kashmir,Pakistan,2021-08-01,34.027401,73.947253,24501,625.0,20958.0,2918.0,2021
Balochistan,Pakistan,2021-08-01,28.328491999999997,65.898403,30432,328.0,28872.0,1232.0,2021
Gilgit-Baltistan,Pakistan,2021-08-01,35.792146,74.982138,8156,144.0,7151.0,861.0,2021
Islamabad,Pakistan,2021-08-01,33.665087,73.121219,87699,803.0,83332.0,3564.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-08-01,34.485332,72.09169,144264,4462.0,136107.0,3695.0,2021
Punjab,Pakistan,2021-08-01,30.811346,72.13913199999998,356920,11059.0,332830.0,13031.0,2021
Sindh,Pakistan,2021-08-01,26.009446,68.77680699999999,382865,6001.0,332409.0,44455.0,2021
Azad Jammu and Kashmir,Pakistan,2021-08-02,34.027401,73.947253,24891,628.0,21105.0,3158.0,2021
Balochistan,Pakistan,2021-08-02,28.328491999999997,65.898403,30502,328.0,28975.0,1199.0,2021
Gilgit-Baltistan,Pakistan,2021-08-02,35.792146,74.982138,8212,147.0,7252.0,813.0,2021
Islamabad,Pakistan,2021-08-02,33.665087,73.121219,88093,803.0,83443.0,3847.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-08-02,34.485332,72.09169,144848,4468.0,136270.0,4110.0,2021
Punjab,Pakistan,2021-08-02,30.811346,72.13913199999998,357735,11067.0,333198.0,13470.0,2021
Sindh,Pakistan,2021-08-02,26.009446,68.77680699999999,385414,6021.0,332777.0,46616.0,2021
Azad Jammu and Kashmir,Pakistan,2021-08-03,34.027401,73.947253,25034,633.0,21263.0,3138.0,2021
Balochistan,Pakistan,2021-08-03,28.328491999999997,65.898403,30627,328.0,29022.0,1277.0,2021
Gilgit-Baltistan,Pakistan,2021-08-03,35.792146,74.982138,8318,147.0,7316.0,855.0,2021
Islamabad,Pakistan,2021-08-03,33.665087,73.121219,88344,804.0,83567.0,3973.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-08-03,34.485332,72.09169,145306,4477.0,136477.0,4352.0,2021
Punjab,Pakistan,2021-08-03,30.811346,72.13913199999998,358387,11083.0,333529.0,13775.0,2021
Sindh,Pakistan,2021-08-03,26.009446,68.77680699999999,387261,6057.0,333201.0,48003.0,2021
Azad Jammu and Kashmir,Pakistan,2021-08-04,34.027401,73.947253,25301,634.0,21425.0,3242.0,2021
Balochistan,Pakistan,2021-08-04,28.328491999999997,65.898403,30749,328.0,29065.0,1356.0,2021
Gilgit-Baltistan,Pakistan,2021-08-04,35.792146,74.982138,8391,147.0,7366.0,878.0,2021
Islamabad,Pakistan,2021-08-04,33.665087,73.121219,88676,806.0,83766.0,4104.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-08-04,34.485332,72.09169,145862,4487.0,136675.0,4700.0,2021
Punjab,Pakistan,2021-08-04,30.811346,72.13913199999998,359321,11104.0,333882.0,14335.0,2021
Sindh,Pakistan,2021-08-04,26.009446,68.77680699999999,389699,6069.0,333650.0,49980.0,2021
Azad Jammu and Kashmir,Pakistan,2021-08-05,34.027401,73.947253,25778,636.0,21605.0,3537.0,2021
Balochistan,Pakistan,2021-08-05,28.328491999999997,65.898403,30880,329.0,29074.0,1477.0,2021
Gilgit-Baltistan,Pakistan,2021-08-05,35.792146,74.982138,8473,148.0,7467.0,858.0,2021
Islamabad,Pakistan,2021-08-05,33.665087,73.121219,89117,807.0,83918.0,4392.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-08-05,34.485332,72.09169,146485,4495.0,136868.0,5122.0,2021
Punjab,Pakistan,2021-08-05,30.811346,72.13913199999998,360494,11122.0,334305.0,15067.0,2021
Sindh,Pakistan,2021-08-05,26.009446,68.77680699999999,392433,6098.0,339379.0,46956.0,2021
Azad Jammu and Kashmir,Pakistan,2021-01-01,34.027401,73.947253,8277,222.0,7656.0,399.0,2021
Balochistan,Pakistan,2021-01-01,28.328491999999997,65.898403,18168,183.0,17732.0,253.0,2021
Gilgit-Baltistan,Pakistan,2021-01-01,35.792146,74.982138,4857,101.0,4705.0,51.0,2021
Islamabad,Pakistan,2021-01-01,33.665087,73.121219,37888,419.0,34410.0,3059.0,2021
Khyber Pakhtunkhwa,Pakistan,2021-01-01,34.485332,72.09169,58701,1649.0,53708.0,3344.0,2021
Punjab,Pakistan,2021-01-01,30.811346,72.13913199999998,138608,4042.0,123598.0,10968.0,2021
Sindh,Pakistan,2021-01-01,26.009446,68.77680699999999,215679,3560.0,195420.0,16699.0,2021
Azad Jammu and Kashmir,Pakistan,2020-06-11,34.027401,73.947253,444,9.0,217.0,218.0,2020
Balochistan,Pakistan,2020-06-11,28.328491999999997,65.898403,7031,62.0,2462.0,4507.0,2020
Gilgit-Baltistan,Pakistan,2020-06-11,35.792146,74.982138,974,14.0,616.0,344.0,2020
Islamabad,Pakistan,2020-06-11,33.665087,73.121219,5963,57.0,843.0,5063.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-11,34.485332,72.09169,14527,610.0,3631.0,10286.0,2020
Punjab,Pakistan,2020-06-11,30.811346,72.13913199999998,43460,807.0,8643.0,34010.0,2020
Sindh,Pakistan,2020-06-11,26.009446,68.77680699999999,41303,696.0,19896.0,20711.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-12,34.027401,73.947253,534,10.0,237.0,287.0,2020
Balochistan,Pakistan,2020-06-12,28.328491999999997,65.898403,7673,75.0,2673.0,4925.0,2020
Gilgit-Baltistan,Pakistan,2020-06-12,35.792146,74.982138,1030,15.0,673.0,342.0,2020
Islamabad,Pakistan,2020-06-12,33.665087,73.121219,6699,65.0,1164.0,5470.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-12,34.485332,72.09169,15787,632.0,3907.0,11248.0,2020
Punjab,Pakistan,2020-06-12,30.811346,72.13913199999998,47382,890.0,9546.0,36946.0,2020
Sindh,Pakistan,2020-06-12,26.009446,68.77680699999999,46828,776.0,22047.0,24005.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-13,34.027401,73.947253,534,10.0,237.0,287.0,2020
Balochistan,Pakistan,2020-06-13,28.328491999999997,65.898403,7673,75.0,2673.0,4925.0,2020
Gilgit-Baltistan,Pakistan,2020-06-13,35.792146,74.982138,1030,15.0,673.0,342.0,2020
Islamabad,Pakistan,2020-06-13,33.665087,73.121219,6699,65.0,1164.0,5470.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-13,34.485332,72.09169,15787,632.0,3907.0,11248.0,2020
Punjab,Pakistan,2020-06-13,30.811346,72.13913199999998,47382,890.0,9546.0,36946.0,2020
Sindh,Pakistan,2020-06-13,26.009446,68.77680699999999,46828,776.0,22047.0,24005.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-14,34.027401,73.947253,574,11.0,242.0,321.0,2020
Balochistan,Pakistan,2020-06-14,28.328491999999997,65.898403,7866,80.0,2722.0,5064.0,2020
Gilgit-Baltistan,Pakistan,2020-06-14,35.792146,74.982138,1044,16.0,676.0,352.0,2020
Islamabad,Pakistan,2020-06-14,33.665087,73.121219,7163,71.0,1671.0,5421.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-14,34.485332,72.09169,16415,642.0,4072.0,11701.0,2020
Punjab,Pakistan,2020-06-14,30.811346,72.13913199999998,50087,938.0,17560.0,31589.0,2020
Sindh,Pakistan,2020-06-14,26.009446,68.77680699999999,49256,793.0,23113.0,25350.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-15,34.027401,73.947253,647,13.0,254.0,380.0,2020
Balochistan,Pakistan,2020-06-15,28.328491999999997,65.898403,8177,85.0,2859.0,5233.0,2020
Gilgit-Baltistan,Pakistan,2020-06-15,35.792146,74.982138,1129,16.0,716.0,397.0,2020
Islamabad,Pakistan,2020-06-15,33.665087,73.121219,8569,78.0,2037.0,6454.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-15,34.485332,72.09169,18013,675.0,4539.0,12799.0,2020
Punjab,Pakistan,2020-06-15,30.811346,72.13913199999998,54138,1031.0,17710.0,35397.0,2020
Sindh,Pakistan,2020-06-15,26.009446,68.77680699999999,53805,831.0,25606.0,27368.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-16,34.027401,73.947253,663,13.0,264.0,386.0,2020
Balochistan,Pakistan,2020-06-16,28.328491999999997,65.898403,8327,85.0,2916.0,5326.0,2020
Gilgit-Baltistan,Pakistan,2020-06-16,35.792146,74.982138,1143,17.0,728.0,398.0,2020
Islamabad,Pakistan,2020-06-16,33.665087,73.121219,8857,83.0,2037.0,6737.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-16,34.485332,72.09169,18472,707.0,4692.0,13073.0,2020
Punjab,Pakistan,2020-06-16,30.811346,72.13913199999998,55878,1081.0,17730.0,37067.0,2020
Sindh,Pakistan,2020-06-16,26.009446,68.77680699999999,55581,853.0,28023.0,26705.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-17,34.027401,73.947253,703,13.0,290.0,400.0,2020
Balochistan,Pakistan,2020-06-17,28.328491999999997,65.898403,8437,89.0,3023.0,5325.0,2020
Gilgit-Baltistan,Pakistan,2020-06-17,35.792146,74.982138,1164,17.0,738.0,409.0,2020
Islamabad,Pakistan,2020-06-17,33.665087,73.121219,9242,90.0,2439.0,6713.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-17,34.485332,72.09169,19107,731.0,4922.0,13454.0,2020
Punjab,Pakistan,2020-06-17,30.811346,72.13913199999998,58239,1149.0,17780.0,39310.0,2020
Sindh,Pakistan,2020-06-17,26.009446,68.77680699999999,57868,886.0,29245.0,27737.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-18,34.027401,73.947253,740,15.0,302.0,423.0,2020
Balochistan,Pakistan,2020-06-18,28.328491999999997,65.898403,8794,93.0,3051.0,5650.0,2020
Gilgit-Baltistan,Pakistan,2020-06-18,35.792146,74.982138,1213,18.0,768.0,427.0,2020
Islamabad,Pakistan,2020-06-18,33.665087,73.121219,9637,94.0,2439.0,7104.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-18,34.485332,72.09169,19613,755.0,5137.0,13721.0,2020
Punjab,Pakistan,2020-06-18,30.811346,72.13913199999998,60138,1202.0,17825.0,41111.0,2020
Sindh,Pakistan,2020-06-18,26.009446,68.77680699999999,59983,916.0,29693.0,29374.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-19,34.027401,73.947253,769,15.0,312.0,442.0,2020
Balochistan,Pakistan,2020-06-19,28.328491999999997,65.898403,8998,99.0,3140.0,5759.0,2020
Gilgit-Baltistan,Pakistan,2020-06-19,35.792146,74.982138,1225,18.0,794.0,413.0,2020
Islamabad,Pakistan,2020-06-19,33.665087,73.121219,9941,95.0,2770.0,7076.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-06-19,34.485332,72.09169,20182,773.0,5441.0,13968.0,2020
Punjab,Pakistan,2020-06-19,30.811346,72.13913199999998,61678,1265.0,17892.0,42521.0,2020
Sindh,Pakistan,2020-06-19,26.009446,68.77680699999999,62269,964.0,31034.0,30271.0,2020
Azad Jammu and Kashmir,Pakistan,2020-06-20,34.027401,73.947253,803,17.0,317.0,469.0,2020
Balochistan,Pakistan,2020-06-20,28.328491999999997,65.898403,9162,100.0,3289.0,5773.0,2020
